Animal Name,Exposure Endpoint Type,Endpoint Value,Endpoint Description,Range,Units,Error,Sex,Life Cycle Stage,Location,Sample Size,Type
Lithobates catesbeianus,Body Weight - Mean,,range of mean body weights,608 - 646,,,Not Reported,Adult,,8,Exposure Factor Datasets
Lithobates catesbeianus,"Age at Fledging, Metamorphosis, Weaning",,time to complete from egg through metamorphosis,6 - 7,,,Not Reported,Not Reported,"San Joaquin Experimental Range, O'Neals",300,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,,,15 - 200,,,Not Reported,Not Reported,"San Joaquin Experimental Range, O'Neals",300,Exposure Factor Datasets
Lithobates catesbeianus,Time of Torpor or Hibernation,Oct. - Mar.,,,,,Not Reported,Tadpole,"Ridge Lake, Charleston, Coles County",Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Time of Mating/ Laying,"early Apr. (begin), late Apr. - early May and late May - early June (peaks), July (end)",breeding season,,,,Not Reported,Adult,lower Colorado River between Laguna and Morelos Dams,100,Exposure Factor Datasets
Lithobates catesbeianus,"Age at Fledging, Metamorphosis, Weaning",,time to metamorphosis from first breeding clutch,3 - 6,,,Not Reported,Tadpole,lower Colorado River between Laguna and Morelos Dams,Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Time of Fledging or Metamorphosis,Aug. - Oct.,metamorphosis period for first breeding clutch,,,,Not Reported,Tadpole,lower Colorado River between Laguna and Morelos Dams,Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Time of Fledging or Metamorphosis,Aug. - Oct. or Mar. - Apr. of following yr.,time to metamorphosis for second clutch,,,,Not Reported,Tadpole,lower Colorado River between Laguna and Morelos Dams,Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Age at Sexual Maturity,,,1 - 2,,,Not Reported,Adult,lower Colorado River between Laguna and Morelos Dams,Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,,range of mean body weights,249 - 252,,,Not Reported,Not Reported,"streams, ponds, strip pits in Pulaski, Loanoke and Saline counties",29 - 62,Exposure Factor Datasets
Lithobates catesbeianus,Metabolic Rate,17.02,Pulmonary oxygen uptake at 5C,5.3 - 39.4,,,,Not Reported,,9,Exposure Factor Datasets
Lithobates catesbeianus,Metabolic Rate,24.56,Cutaneous oxygen uptake at 5C,18.3 - 36.6,,,,Not Reported,,9,Exposure Factor Datasets
Lithobates catesbeianus,Food Ingestion Rate,5.9,"mean % body weight consumed per day, body weight mean = 29.8 g",,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Food Ingestion Rate,4.0,"mean % body weight consumed per day, body weight mean = 42.4 g",,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Food Ingestion Rate,3.3,"mean % body weight consumed per day, body weight mean = 55.8 g",,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,10.7,,6.0 - 18.7,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,17.5,,13.1 - 41.6,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,29.8,,18.5 - 51.6,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,42.4,,27.6 - 77.2,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Body Weight - Mean,55.8,,40.5 - 100.8,,,Not Reported,Juvenile,,25,Exposure Factor Datasets
Lithobates catesbeianus,Longevity,,,5 - 8,,,Not Reported,Adult,"Edwin S. George Reserve, Ann Arbor",Not Reported,Exposure Factor Datasets
Athene cunicularia,Population Density,2,,,,,Both Male and Female,Adult,Columbia River,Not Reported,Exposure Factor Datasets
Athene cunicularia,Fledging or Weaning Rate,2.5,,,,,Both Male and Female,Adult,Columbia River,Not Reported,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (85), insects (170), birds (3), spiders (0), reptiles (1)",number of prey items found in sample pellets,,,,Both Male and Female,Both Adults and Juveniles,Crooked River National Grassland,60 pellets,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (28), insects (22)",number of prey items found in sample pellets,,,,Both Male and Female,Both Adults and Juveniles,Crooked River National Grassland,20 pellets,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (414), insects (259), birds (3), spiders (2)",number of prey items found in sample pellets,,,,Both Male and Female,Both Adults and Juveniles,Crooked River National Grassland,228 pellets,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (50), insects (108), birds (1)",number of prey items found in sample pellets,,,,Both Male and Female,Both Adults and Juveniles,Crooked River National Grassland,39 pellets,Exposure Factor Datasets
Athene cunicularia,Clutch or Litter Size,78,total number of young observed on study site,,,,Both Male and Female,Juvenile,Albuquerque,15 pairs,Exposure Factor Datasets
Athene cunicularia,Fledging or Weaning Rate,4.9,,,,,Both Male and Female,Fledgling,Albuquerque,15 pairs,Exposure Factor Datasets
Athene cunicularia,Time of Migration or Dispersal,August (begin),,,,,Both Male and Female,Both Adults and Juveniles,Albuquerque,15 pairs,Exposure Factor Datasets
Athene cunicularia,Time of Mating/ Laying,third week of March (begin),,,,,Female,Adult,Albuquerque,15 pairs,Exposure Factor Datasets
Athene cunicularia,Body Weight - Mean,146,,,,1.9 (SE),Male,Adult,Rocky Mountain Arsenal National Wildlife Area,38 birds,Exposure Factor Datasets
Athene cunicularia,Body Weight - Mean,156,,,,3.6 (SE),Female,Adult,Rocky Mountain Arsenal National Wildlife Area,31 birds,Exposure Factor Datasets
Athene cunicularia,Clutch or Litter Size,4.38,mean productivity,2-10,,,Both Male and Female,Adult,Rocky Mountain Arsenal National Wildlife Area,33 nests,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (18.9%), birds (3.9%), insects (29.9%), vegetation (71.3%)",mean percent occurrence in pellets,,,,Both Male and Female,Not Reported,Oakland Airport,209 pellets,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (31.4%), birds (5.9%), insects (28.6%), vegetation (61.0%)",mean percent occurrence in pellets,,,,Both Male and Female,Not Reported,Oakland Airport,608 pellets,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (41.2%), birds (2.0%), insects (23.3%), vegetation (55.5%)",mean percent occurrence in pellets,,,,Both Male and Female,Not Reported,Oakland Airport,366 pellets,Exposure Factor Datasets
Athene cunicularia,Dietary Composition,"mammals (35.7%), birds (1.3%), insects (27.7%), vegetation (57.4%)",mean percent occurrence in pellets,,,,Both Male and Female,Not Reported,Oakland Airport,929 pellets,Exposure Factor Datasets
Athene cunicularia,Body Weight - Mean,172.0,,145.0-191.3,,,Male,Not Reported,Oakland Airport,12 birds,Exposure Factor Datasets
Athene cunicularia,Body Weight - Mean,168.0,,125.6-210.0,,,Female,Not Reported,Oakland Airport,10 birds,Exposure Factor Datasets
Athene cunicularia,Territory Size,1.98,,0.1-4.0,,,Both Male and Female,Adult,Oakland Airport,6 pairs,Exposure Factor Datasets
,Dietary Composition,"rodents (33.4%), invertebrates (55.6%), other (10.7%)",percent occurrence of prey items in pellets,,,,Both Male and Female,Adult,Rocky Mountain Arsenal,47 burrows,Exposure Factor Datasets
Lithobates catesbeianus,"Age at Fledging, Metamorphosis, Weaning",,,2 - 3,,,Both Male and Female,Tadpole,Ithaca,Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Time of Fledging or Metamorphosis,July - Oct.,,,,,Both Male and Female,Tadpole,Ithaca,Not Reported,Exposure Factor Datasets
Lithobates catesbeianus,Growth Rate,review,see citation for review of growth rates based on size estimates,,,,Both Male and Female,"Adult, Tadpole",,Not Reported,Exposure Factor Datasets
Athene cunicularia,Clutch or Litter Size,,mean annual productivity,1.7-2.2,,,Both Male and Female,Adult,Oakland Airport,18 birds,Exposure Factor Datasets
Athene cunicularia,Survival/ Mortality,70,,,,,Both Male and Female,Juvenile,Oakland Airport,40 birds,Exposure Factor Datasets
Athene cunicularia,Survival/ Mortality,19,,,,,Both Male and Female,Adult,Oakland Airport,18 birds,Exposure Factor Datasets
Athene cunicularia,Survival/ Mortality,18,,,,,Both Male and Female,Nestling,Oakland Airport,40 birds,Exposure Factor Datasets
Athene cunicularia,Time of Migration or Dispersal,"Sep, Jan",,,,,Both Male and Female,Juvenile,Oakland Airport,Not Reported,Exposure Factor Datasets
Athene cunicularia,Time of Molt,Jul (begin),,,,,Both Male and Female,Adult,Oakland Airport,Not Reported,Exposure Factor Datasets
Athene cunicularia,Fledging or Weaning Rate,,proportion of nesting pairs that successfully fledged young (over two years),53.3-88.8,,,Both Male and Female,Adult,Oakland Airport,18 birds,Exposure Factor Datasets
Athene cunicularia,Time of Nesting,April - June,,,,,Both Male and Female,Adult,Oakland Airport,18 birds,Exposure Factor Datasets
Athene cunicularia,Time of Fledging or Metamorphosis,September,period by which fledging is complete,,,,Both Male and Female,Adult,Oakland Airport,18 birds,Exposure Factor Datasets
Athene cunicularia,Population Density,,nesting density based on nearest-neighbor test,0.12-0.15,,,Both Male and Female,Adult,"Mapimf Biosphere Reserve, Durango (1,000-1,350 m)",23-29 pairs,Exposure Factor Datasets
Athene cunicularia,Fledging or Weaning Rate,1.91,,1.63-2.19,,,Both Male and Female,Adult,"Mapimf Biosphere Reserve, Durango (1,000-1,350 m)",52 nests,Exposure Factor Datasets
Athene cunicularia,Hatching Success,61,proportion of pairs that successfully raised at least one young,55-65,,,Both Male and Female,Adult,"Mapimf Biosphere Reserve, Durango (1,000-1,350 m)",52 nests,Exposure Factor Datasets
Athene cunicularia,Hatching Success,,reproductive success rate among pairs,40-54,,,Both Male and Female,Adult,Dade and Broward counties,Not Reported,Exposure Factor Datasets
Athene cunicularia,Hatching Success,73,percent of pairs hatching at least one chick,,,,Both Male and Female,Adult,Moffett Air Force Base,15 pairs,Exposure Factor Datasets
Athene cunicularia,Clutch or Litter Size,2.5,mean number of chicks per nest,,,,Both Male and Female,Adult,Moffett Air Force Base,11 pairs,Exposure Factor Datasets
Athene cunicularia,Hatching Success,78,percent of pairs hatching at least one chick,,,,Both Male and Female,Adult,Shoreline Park,9 pairs,Exposure Factor Datasets
Athene cunicularia,Clutch or Litter Size,3.0,mean number of chicks per nest,,,,Both Male and Female,Adult,Shoreline Park,7 pairs,Exposure Factor Datasets
,Dietary Composition,"arthropods (earwigs, crayfish, crickets, tiger beetles, tenebrionid beetles), vertebrates (Perognathus spp., Mus musculus, Thomomys bottae, Citelus tereticaudus, Agelaius phoeniceus, Sonora semiannulata, Hyla regilla, Bufo cognatus)",species known to occur in diet,,,,,,Imperial Valley,Not Reported,Exposure Factor Datasets
,Duration of Incubation or Gestation,,,23-29,,,,,,,Exposure Factor Datasets
Peromyscus maniculatus,Population Density,,range of means for 3 trapping periods,14.1 - 73.1,,,Both Male and Female,Both Adults and Juveniles,"Lake Tahoe, near Myers (elev., 6225 ft)",3 trapping periods,Exposure Factor Datasets
Peromyscus maniculatus,Time of Mating/ Laying,Apr. - Dec.,,,,,Both Male and Female,Adult,"Bass Lake (elev., 4500 ft.)",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.24,,0.03 - 1.1,,,Male,Adult,"Bass Lake (elev., 4500 ft.)",29,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.21,,0.01 - 0.66,,,Female,Adult,"Bass Lake (elev., 4500 ft.)",27,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.13,,0.01 - 0.24,,,Male,Juvenile,"Bass Lake (elev., 4500 ft.)",10,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.12,,0.02 - 0.31,,,Female,Juvenile,"Bass Lake (elev., 4500 ft.)",12,Exposure Factor Datasets
Peromyscus maniculatus,Population Density,,range of means for 4 trapping periods,8.0 - 16.8,,,Both Male and Female,Both Adults and Juveniles,"Bass Lake (elev., 4500 ft.)",4 trapping periods,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,,basal metabolic rate measured as oxygen consumption at 26 - 29C; body weight range = 15.2 - 17.1g,1.55 - 1.65,,,Male,Adult,,2,Exposure Factor Datasets
Peromyscus maniculatus,Age at Sexual Maturity,,based on presence of recent corpora lutea; ages inferred from body weights,32 -35,,,Female,Adult,"western slope of Sierra Nevada (elev., 3500-5000 ft.)",1546,Exposure Factor Datasets
Peromyscus maniculatus,Age at Sexual Maturity,,"based on presence of swollen tubules of cauda epididymides and enlarged seminal vesicles, ages inferred from body weights",40 - 60,,,Male,Adult,"western slope of Sierra Nevada (elev., 3500-5000 ft.)",1546,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,4.6,based on # of implanted embryos; monthly means (Mar. - Nov.) ranged from 4.0 - 5.7,,,0.11 SE,Female,Adult,"western slope of Sierra Nevada (elev., 3500-5000 ft.)",96,Exposure Factor Datasets
Peromyscus maniculatus,Time of Mating/ Laying,"Feb. - Mar. (begin), Mar. - May (peak),  July - Aug. (possible 2nd peak), Aug. - Dec. (end)",based on % fecund specimens,,,,Both Male and Female,Adult,"western slope of Sierra Nevada (elev., 3500-5000 ft.)",1546,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,seeds (34-53%); fruits (0-22%); arthropods (26-36%); leaves (7-12%); fungi (0-7%); misc. (3-10%),"volumetric % of stomach contents, range of means for 2 yrs. and 2 habitat types",,,,Not Reported,Not Reported,"western slope of Sierra Nevada (elev., 3500 - 5000 ft.)",778,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,seeds (0-81%); fruits (2-19%); arthropods (9-57%); leaves (1-18%); fungi (0-26%); misc. (0-42%),"volumetric % of stomach contents, range of monthly means for 2 yrs. and 2 habitat types",,,,Not Reported,Not Reported,"western slope of Sierra Nevada (elev., 3500 - 5000 ft.)",40-88,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,seeds (0-80%); fruit (0-30%); arthropods (0-80%); leaves (7-32%); fungi (0%); misc. (0-19%),"volumetric % of stomach contents, range of monthly means for 2 yrs. and 2 habitat types",,,,Not Reported,Not Reported,"western slope of Sierra Nevada (elev., 3500 - 5000 ft.)",53-66,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,seeds (6-49%); fruit (0-24%); arthropods (27-80%); leaves (0-20%); fungi (0-5%); misc. (0-18%),"volumetric % of stomach contents, range of monthly means for 2 yrs. and 2 habitat types",,,,Not Reported,Not Reported,"western slope of Sierra Nevada (elev., 3500 - 5000 ft.)",48-59,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,seeds (0-68%); fruit (0-24%); arthropods (0-47%); leaves (0-19%); fungi (0-43%); misc. (0-27%),"volumetric % of stomach contents, range of monthly means for 2 yrs. and 2 habitat types",,,,Not Reported,Not Reported,"western slope of Sierra Nevada (elev., 3500 - 5000 ft.)",78-105,Exposure Factor Datasets
Peromyscus maniculatus,Water Ingestion Rate,,range of means from 10 experiments,0.114 - 0.372,,,Both Male and Female,Not Reported,,4-8 animals/experiment; 10 experiments,Exposure Factor Datasets
Peromyscus maniculatus,Age at Sexual Maturity,48.72,based on presence of cornified vaginal epithelial cells,,,1.23,Female,Adult,,186,Exposure Factor Datasets
Peromyscus maniculatus,Age at Sexual Maturity,,based on presence of motile sperm,40 - 60,,,Male,Adult,,43 - 79,Exposure Factor Datasets
Gopherus agassizi,Time of Torpor or Hibernation,"Oct. - Dec. (begin), Mar.-June (end)",,,,,Both Male and Female,Adult,"San Pedro River Valley, Pinal County [lat., 32^o38'N; long., 110^o34'W]",9,Exposure Factor Datasets
Gopherus agassizi,Home Range,19,,3 - 53,,4.6 SE,Both Male and Female,Adult,"Picacho Mountains, Pinal County",14,Exposure Factor Datasets
Gopherus agassizi,Population Density,,,75-80,,,Both Male and Female,Both Adults and Juveniles,"South West Pinto Basin, Joshua Tree National Monument",Not Reported,Exposure Factor Datasets
